LINK,label,OFFICE,SOLNBR,CLASSCOD,DESC,ARCHDATE,CONTACT,AGENCY,RESPDATE,LOCATION,URL,SETASIDE,POPCOUNTRY,POPZIP,ZIP,DATE,iname,YEAR,SUBJECT,EMAIL,OFFADD,NAICS
null,SRCSGT,VA Southern Arizona Health Care System,VA25817Q0385,U,CYNTHIA.VALDES@VA.GOV,11052017,Cynthia ValdesContract Specialist520-792-1450 x4371CYNTHIA.VALDES@VA.GOV,Department of Veterans Affairs,090617,Department of Veterans Affairs Southern Arizona Health Care System,https://www.fbo.gov/spg/VA/TuVAMC/VASAHCS/VA25817Q0385/listing.html,,,,85723,0825,b56e656a-8a8f-11e7-89d1-1cc1de329608,17,U--Yoga Therapy Services (VA-17-905060)    ,cynthia.valdes@va.gov,Department of Veterans Affairs;Contracting Section;3601 S. 6th Avenue;Tucson AZ  85723,611699
null,SRCSGT,Centers for Medicare  Medicaid Services,SS-CRARAAE-2018,R,Link To Document,,"Lyra Correa, Contract Specialist, Phone (410) 786-3765, Email lyra.correa@cms.hhs.gov - Craig M.Dash, Contracting Officer, Phone (410) 786-1221, Email Craig.Dash@cms.hhs.gov",Department of Health and Human Services,090617,Office of Acquisition and Grants Management,https://www.fbo.gov/spg/HHS/HCFA/AGG/SS-CRARAAE-2018/listing.html,N/A,US,21244,21244-1850,0825,b56e650a-8a8f-11e7-89d1-1cc1de329608,17,COST REPORT AUDIT RISK ASSESSMENT ACCURACY AND EDUCATION CONTRACTOR (CRARAAE),,7500 Security Blvd.C2-21-15 Baltimore MD 21244-1850,541990
null,SRCSGT,U.S. Army Medical Research Acquisition Activity,W81XWH-17-R-0061,A,Link To Document,,"Dana M. Kavitski, Contract Specialist, Email dana.kavitski.civ@mail.mil - Kelly R. Green, Contract Specialist, Phone 3016191346, Email kelly.r.green.civ@mail.mil",Department of the Army,091117,U.S. Army Medical Research Acquisition Activity,https://www.fbo.gov/spg/USA/USAMRAA/DAMD17/W81XWH-17-R-0061/listing.html,,,,21702-5014,0825,b56e655d-8a8f-11e7-89d1-1cc1de329608,17,: Research and Development Sources Sought x96 HIV Germany Cohort Study,,"Attn:  MCMR-AAAr820 Chandler Street Frederick, MD 21702-5014 MD 21702-5014",541712
null,SRCSGT,U.S. Army Corps of Engineers,DACA63-5-18-0026,X,Link To Document,10162017,"Jeanie M. Cosper, Phone 8178861117, Email jeanie.cosper@usace.army.mil",Department of the Army,101317,"USACE District, Fort Worth",https://www.fbo.gov/spg/USA/COE/DACA63/DACA63-5-18-0026/listing.html,N/A,US,78217,76102-0300,0825,b56e6559-8a8f-11e7-89d1-1cc1de329608,17,FOR LEASE PROFESSIONAL OFFICE AND RELATED SPACE,,Attn:  CESWF-CTrPO Box 17300 Fort Worth TX 76102-0300,531120
null,SRCSGT,Army Contracting Command,W9098S-17-T-0171,61,Link To Document,,"Samantha M. Keegan, Phone 309-782-2192, Email samantha.m.keegan.civ@mail.mil",Department of the Army,090117,ACC - RI (W9098S) (JMTC-RIA),https://www.fbo.gov/notices/5824ca9070155d02f78b05aa5d732e5c,N/A,US,61299,61299-5000,0825,b56e64ff-8a8f-11e7-89d1-1cc1de329608,17,Metal Working Machine Shop Set (MWMSS),,BLDG 211 RODMAN AVENUE Rock Island IL 61299-5000,334417
null,SRCSGT,"Army Contracting Command, MICC",PANMCC-17-P-0000-064097,38,Link To Document,,"Brandon M. Chapman, Contract Specialist, Phone 7195266631, Email brandon.m.chapman.mil@mail.mil - Johnathan S. Kennedy, Contracting Officer , Phone 7195261563, Email johnathan.s.kennedy.mil@mail.mil",Department of the Army,090117,MICC - Fort Carson,https://www.fbo.gov/notices/adac17dc8147997cc3d8666404399c5d,N/A,US,80913,80913-5198,0825,b56e6506-8a8f-11e7-89d1-1cc1de329608,17,Airfield Street Sweeper,,"1676 Evans Street, Building 1220, 3rd Floor Fort Carson CO 80913-5198",333120
null,SRCSGT,Air Force Materiel Command,FD2060-18-00053,59,Link To Document,12252017,"Charles T. Massey, Phone 478-926-5476, Email charles.massey.3@us.af.mil",Department of the Air Force,091117,PK/PZ - Robins AFB,https://www.fbo.gov/spg/USAF/AFMC/WRALC/FD2060-18-00053/listing.html,,,,31098-1611,0825,b56e64f1-8a8f-11e7-89d1-1cc1de329608,17,Request for Information ALE-45 Circuit Card Assembly (CCA),,215 Page Rd Robins AFB GA 31098-1611,334511
null,SRCSGT,Federal Emergency Management Agency,HSFE70-17-I-BRSheet,56,Link To Document,,"Kimberly A. Coakley, Phone 202-212-1396, Email kimberly.coakley@fema.dhs.gov - Monique Park, Contracting Officer, Email Monique.Park@fema.dhs.gov",Department of Homeland Security,082617,Response Branch,https://www.fbo.gov/spg/DHS/FEMA/POS/HSFE70-17-I-BRSheet/listing.html,N/A,US,,20472,0825,b56e6527-8a8f-11e7-89d1-1cc1de329608,17,Blue Roof Sheeting,,500 C Street SWrPatriots Plaza -- 5th Floor Washington DC 20472,326113
null,SRCSGT,Air Combat Command,F3T2EM7227AG01,34,Link To Document,,"Ezekiel C. Galyon, Contracct Specialist, Phone 9197221732, Email ezekiel.galyon@us.af.mil - John H. Parker, Contracting Officer, Phone 9197221592, Email john.parker.24@us.af.mil",Department of the Air Force,082817,4 CONS,https://www.fbo.gov/spg/USAF/ACC/4CONS/F3T2EM7227AG01/listing.html,Total Small Business,US,27531,27531,0825,b56e64e6-8a8f-11e7-89d1-1cc1de329608,17,Swing Lathe,,1570 Wright Brothers AverBldg 2903 Seymour Johnson AFB NC 27531,333517
null,SRCSGT,Air Force Materiel Command,FA8601-17-T-0246,59,Link To Document,,"Jessica M. Stamper, Phone 9375224609, Email jessica.stamper.2@us.af.mil",Department of the Air Force,083017,AFLCMC/PZIO - WPAFB,https://www.fbo.gov/spg/USAF/AFMC/88 CONS/FA8601-17-T-0246/listing.html,N/A,US,45433,45433-5309,0825,b56e64eb-8a8f-11e7-89d1-1cc1de329608,17,Electrical and Mechanical Engineering Trainers ,,1940 ALLBROOK DRIVE WRIGHT-PATTERSON AFB OH 45433-5309,335999
null,SRCSGT,Indianapolis VAMC,VA25017N1113,J,shasta.britt@va.gov,10312017,"Britt, Shastashasta.britt@va.govshasta.britt@va.gov",Department of Veterans Affairs,090117,Richard L. Roudebush Department of Veterans Affairs Medical Center,https://www.fbo.gov/spg/VA/InVAMC538/InVAMC538/VA25017N1113/listing.html,N/A,United States of America,49037,46240,0825,b56e652b-8a8f-11e7-89d1-1cc1de329608,17,J--Pharmacy ScriptPro Preventative Maintenance Services Sources Sought   ,shasta.britt@va.gov,Department of Veterans Affairs;Network Contracting Office 10;8888 Keystone Crossing;Suite 1100;Indianapolis IN  46240,811219
null,SRCSGT,DLA Acquisition Locations,CL17237002_MARKET_RESEARCH_PROJECT,10,Link To Document,,"maureen n haag, Phone 6146928218, Email maureen.haag@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/CL17237002_MARKET_RESEARCH_PROJECT/listing.html,,,,43218-3990,0825,b56e6523-8a8f-11e7-89d1-1cc1de329608,17,CL17237002 MARKET RESEARCH PROJECT ,,P O Box 3990 Columbus OH 43218-3990,332994
null,SRCSGT,DLA Acquisition Locations,SPRMM117RWR29,28,Link To Document,,"Veronica B. Hudon, Email veronica.hudon@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPRMM117RWR29/listing.html,,,,43218-3990,0825,b56e651e-8a8f-11e7-89d1-1cc1de329608,17,"Disk, Compressor, Non.",,P O Box 3990 Columbus OH 43218-3990,333611
null,SRCSGT,VA Gulf Coast Veterans Health Care System,VA25617Q1337,58,CO email address,11292017,Melanie HawleyContracting Officer228-523-5069CO email address,Department of Veterans Affairs,083117,Department of Veterans Affairs Gulf Coast Veterans Health Care System,https://www.fbo.gov/spg/VA/BiVAMC/VAMCCO80220/VA25617Q1337/listing.html,N/A,USA,71101,39531,0825,b56e6564-8a8f-11e7-89d1-1cc1de329608,17,58--Equip: Radio System    ,Melanie.Hawley@va.gov,Department of Veterans Affairs;Gulf Coast Veterans Health Care System;Network Contracting Office 16;400 Veterans Avenue;Biloxi MS  39531,334220
null,SRCSGT,DLA Acquisition Locations,CM17237001_MARKET_RESEARCH_PROJECT,61,Link To Document,,"maureen n haag, Phone 6146928218, Email maureen.haag@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/CM17237001_MARKET_RESEARCH_PROJECT/listing.html,,,,43218-3990,0825,b56e6524-8a8f-11e7-89d1-1cc1de329608,17,CM17237001 MARKET RESEARCH PROJECT ,,P O Box 3990 Columbus OH 43218-3990,335312
null,SRCSGT,"Army Contracting Command, MICC",Dispatcher,R,Link To Document,,"SaLonda M. Ozier, Phone 2707987825, Email salonda.m.ozier.civ@mail.mil",Department of the Army,101617,MICC - Fort Campbell,https://www.fbo.gov/notices/e3c4c42744a33ee1eec5a6809335d482,,,,42223-1100,0825,b56e6505-8a8f-11e7-89d1-1cc1de329608,17,Dispatcher,,"Bldg 2174, 131/2  Indiana St Fort Campbell KY 42223-1100",561110
null,SRCSGT,Air Force Materiel Command,18M-505A-FL,66,Link To Document,08242018,"Frank Capuano , Contract Specialist, Phone 740-788-5046, Fax 740-788-5157, Email Frank.Capuano@us.af.mil - Allen Kurella, Contract Specialist, Phone 740-788-5052, Fax 740-788-5157, Email Allen.Kurella@us.af.mil",Department of the Air Force,092517,AFLCMC/WNMRP AFMETCAL ,https://www.fbo.gov/spg/USAF/AFMC/AFMETCAL/18M-505A-FL/listing.html,,,,43056-6116,0825,b56e64ec-8a8f-11e7-89d1-1cc1de329608,17,JCAST/ACAST Calibration Kits,,813 Irving Wick Dr. W. Bldg 2 Heath OH 43056-6116,334515
null,SRCSGT,VA Great Lakes Healthcare System,VA69D17N0099,H,Donald.St.Onge@va.gov,10012017,Michael Sands224-610-3678michael.sands3@va.govDonald.St.Onge@va.gov,Department of Veterans Affairs,090117,Department of Veterans Affairs Great Lakes Healthcare System,https://www.fbo.gov/spg/VA/VAGLHS/VAGLHCS/VA69D17N0099/listing.html,N/A,USA,60141-1457,53214-1476,0825,b56e6561-8a8f-11e7-89d1-1cc1de329608,17,H--INTENT TO SOLE SOURCE - SIMPLEXGRINNELL FIRE ALARM SYSTEM    ,Donald.St.Onge@va.gov,"Department of Veterans Affairs;Great Lakes Acquisition Center (GLAC);115 S. 84th Street, Suite 101;Milwaukee WI  53214-1476",561621
null,SRCSGT,DLA Acquisition Locations,SPE4A717R1173,16,Link To Document,08302017,"Dorothy Ferebee, Contract Specialist, Phone 8042793540, Fax 8042793516, Email Dorothy.Ferebee@dla.mil",Defense Logistics Agency,082917,DLA Aviation - BSM,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A717R1173/listing.html,N/A,US,23297,23297-5000,0825,b56e6512-8a8f-11e7-89d1-1cc1de329608,17,"CYLINDER ASSEMBLY, A; AIRCRAFT, STRATOFORTRESS B-52",,8000 Jefferson Davis Highway Richmond VA 23297-5000,336413
null,SRCSGT,"Army Contracting Command, ECC",W91WFU-17-T-0022,R,Link To Document,,"Olivia F. Epps, Phone 497117292939, Email olivia.f.epps.civ@mail.mil",Department of the Army,083117,409th CSB (W91WFU) RCO Stuttgart,https://www.fbo.gov/notices/b80bd878e3b32b49e14c98ea8f9dcd98,N/A,DE,,09107,0825,b56e6503-8a8f-11e7-89d1-1cc1de329608,17,RSO Instrumentalist and AV Maintenance and Repair Services,,null,813110
null,SRCSGT,Army Contracting Command,W911QX-17-T-0317,61,Link To Document,,"Adrian Barber, Contract Specialist, Phone 3013941503, Email adrian.t.barber.civ@mail.mil",Department of the Army,083117,ACC - APG (W911QX) Adelphi ,https://www.fbo.gov/notices/7d7caac35ae6e14bcc0e5965cc1b114d,N/A,US,21005,20783-1197,0825,b56e64f5-8a8f-11e7-89d1-1cc1de329608,17,PULSE DELAY GENERATOR,,2800 POWDER MILL RD ADELPHI  MD 20783-1197,334515
null,SRCSGT,DLA Acquisition Locations,SPRMM117RY572,59,Link To Document,,"Veronica B. Hudon, Email veronica.hudon@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPRMM117RY572/listing.html,,,,43218-3990,0825,b56e651b-8a8f-11e7-89d1-1cc1de329608,17,Circuit Card Assembly,,P O Box 3990 Columbus OH 43218-3990,334412
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-620,99,Link To Document,,"Danielle R. Brown, Contract Specialist, Phone 301 480 2385, Email danielle.brown2@nih.gov",Department of Health and Human Services,083017,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-17-620/listing.html,N/A,US,21224,20892-9559,0825,b56e653d-8a8f-11e7-89d1-1cc1de329608,17,Single Cell RNA Sequencing of Basal Forebrain GABAergic Neurons,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",325414
null,SRCSGT,DLA Acquisition Locations,SPRMM117RWR28,58,Link To Document,,"Veronica B. Hudon, Email veronica.hudon@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPRMM117RWR28/listing.html,,,,43218-3990,0825,b56e651d-8a8f-11e7-89d1-1cc1de329608,17,"Multiplexer, Light S.",,P O Box 3990 Columbus OH 43218-3990,334511
null,SRCSGT,Air Force Materiel Command,FD2030-18-00361,15,Link To Document,08252018,"424SCMSAFMCRFIRe 424SCMSAFMCRFIRe, Email 424SCMSAFMCRFIRe@us.af.mil",Department of the Air Force,090117,PK/PZ Tinker AFB,https://www.fbo.gov/spg/USAF/AFMC/OCALCCC/FD2030-18-00361/listing.html,,,,73145-3015,0825,b56e64f4-8a8f-11e7-89d1-1cc1de329608,17,Sources Sought (Market Research),,"3001 Staff Drive, Ste 1AG76A Tinker AFB OK 73145-3015",336413
null,SRCSGT,Army Contracting Command,W9098S-17-T-HOIST,35,Link To Document,,"Samantha M. Keegan, Phone 309-782-2192, Email samantha.m.keegan.civ@mail.mil",Department of the Army,083117,ACC - RI (W9098S) (JMTC-RIA),https://www.fbo.gov/notices/3ee3d7fbd2db76f96d80cfc019e6a21e,N/A,US,61299,61299-5000,0825,b56e64fd-8a8f-11e7-89d1-1cc1de329608,17,Columbus McKinnon Electric 3-Ton Hoist,,BLDG 211 RODMAN AVENUE Rock Island IL 61299-5000,333923
null,SRCSGT,Network Contracting Office 4,VA24417N1686,65,amanda.saunders@va.gov,09132017,AMANDA SAUNDERSAMANDA.SAUNDERS@VA.GOVamanda.saunders@va.gov,Department of Veterans Affairs,082917,Veterans Integrated Service Network 4 Facilities,https://www.fbo.gov/spg/VA/PiVAMC646/PiVAMC646/VA24417N1686/listing.html,N/A,UNITED STATES,16504,15215,0825,b56e6552-8a8f-11e7-89d1-1cc1de329608,17,65--Carescape Telemetry Monitoring System    ,amanda.saunders@va.gov,"Department of Veterans Affairs;Network Contracting Office 4;1010 DELAFIELD ROAD;PITTSBURGH, PA 15215",339112
null,SRCSGT,U.S. Army Corps of Engineers,W911KB18SS0005,Y,Link To Document,,"Ronald K Jackson, Contract Specialist, Phone 907 753-5596, Fax 907 753-2544, Email Ronald.K.Jackson@usace.army.mil - Clara Sullivan, Contract Specialist, Phone 9077532851, Email clara.d.sullivan@usace.army.mil",Department of the Army,090817,"USACE District, Alaska",https://www.fbo.gov/spg/USA/COE/DACA85/W911KB18SS0005/listing.html,Total Small Business,US,99506,99506-6898,0825,b56e6558-8a8f-11e7-89d1-1cc1de329608,17,"Design, Construction and Repairs to Utilidors and Related Systems, Indefinite Delivery Indefinite Quantity (IDIQ) Contract, Various Military Installations, Alaska",,ATTN:  CEPOA-CTrP. O. Box 6898 JBER AK 99506-6898,237110
null,SRCSGT,Long Beach VANLO,VA26217N1863,66,cecil.nichols@va.gov,10302017,Cecil S. NicholsContract Specialistcecil.nichols@va.gov,Department of Veterans Affairs,083117,Department of Veterans Affairs,https://www.fbo.gov/spg/VA/LBVANBC/VAMD/VA26217N1863/listing.html,Total Small Business,USA,92161-0001,90815,0825,b56e6531-8a8f-11e7-89d1-1cc1de329608,17,66--664-17-3-7143-0926 EQUIPMENT Med Research Self-Contained Evacuation System.   ,cecil.nichols@va.gov,"Department of Veterans Affairs;Network Contracting Office (NCO) 22;4811 Airport Plaza Drive, Suite 600;Long Beach CA  90815",333413
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-626,66,Link To Document,,"Danielle R. Brown, Contract Specialist, Phone 301 480 2385, Email danielle.brown2@nih.gov",Department of Health and Human Services,083017,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-17-626/listing.html,N/A,US,21224,20892-9559,0825,b56e653e-8a8f-11e7-89d1-1cc1de329608,17,Cell Imaging Multi-mode Microplate Reader,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",334516
null,SRCSGT,DLA Acquisition Locations,SPRMM117RWR19,58,Link To Document,,"Veronica B. Hudon, Email veronica.hudon@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPRMM117RWR19/listing.html,,,,43218-3990,0825,b56e651c-8a8f-11e7-89d1-1cc1de329608,17,Link Interface Assy.,,P O Box 3990 Columbus OH 43218-3990,334290
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-617,66,Link To Document,,"Danielle R. Brown, Contract Specialist, Phone 301 480 2385, Email danielle.brown2@nih.gov",Department of Health and Human Services,083017,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-17-617/listing.html,N/A,US,21224,20892-9559,0825,b56e653c-8a8f-11e7-89d1-1cc1de329608,17,Mouse Multifunction Telemetry Device,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",334516
null,SRCSGT,Air Force Materiel Command,FD2030-18-00535,30,Link To Document,08252018,"422 SCMS, Email 422.SCMS.AFMC.RFI@US.AF.MIL",Department of the Air Force,090117,PK/PZ Tinker AFB,https://www.fbo.gov/spg/USAF/AFMC/OCALCCC/FD2030-18-00535/listing.html,,,,73145-3015,0825,b56e64f3-8a8f-11e7-89d1-1cc1de329608,17,Sources Sought (Market Watch),,"3001 Staff Drive, Ste 1AG76A Tinker AFB OK 73145-3015",336412
null,SRCSGT,VA Great Lakes Healthcare System,VA69D17N1613,65,omar.cante@va.gov,11272017,Omar Alejandro Canteomar.cante@va.govomar.cante@va.gov,Department of Veterans Affairs,082917,Department of Veterans Affairs Great Lakes Healthcare System,https://www.fbo.gov/spg/VA/VAGLHS/VAGLHCS/VA69D17N1613/listing.html,N/A,53705-2286,WI,53214-1476,0825,b56e6562-8a8f-11e7-89d1-1cc1de329608,17,65--607-17-3-969-0102 Crossflow Console Arthroscopy Pump  ** Sources Sought **   ,omar.cante@va.gov,"Department of Veterans Affairs;Great Lakes Acquisition Center (GLAC);115 S 84th Street, Suite 101; WI  53214-1476",339112
null,SRCSGT,VA Technology Acquisition Center,VA11817N2514,D,jason.king6@va.gov,10282017,"Jason King, Contract Specialistjason.king6@va.govjason.king6@va.gov",Department of Veterans Affairs,082917,VA Technology Acquisition Center,https://www.fbo.gov/notices/c3b809be5063fb908eb7cef355b99459,,,,07724,0825,b56e656c-8a8f-11e7-89d1-1cc1de329608,17,D--VistA De-Identification Services    ,jason.king6@va.gov,Department of Veterans Affairs;Technology Acquisition Center;23 Christopher Way;Eatontown NJ  07724,541512
null,SRCSGT,U.S. Army Medical Command,W91YTZ17R0132,Q,Link To Document,08252018,"Byron W. Bracey, Phone 3016778112, Email byron.w.bracey.civ@mail.mil",Department of the Army,082917,"MEDCOM, North Atlantic Regional Contracting Office",https://www.fbo.gov/spg/USA/MEDCOM/DADA15/W91YTZ17R0132/listing.html,Total Small Business,US,20755,20889,0825,b56e655c-8a8f-11e7-89d1-1cc1de329608,17,GSL Intellicab Maintenance,,"8901  Rockville Pike, Bldg 54 Bethesda MD 20889",811219
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-627,66,Link To Document,,"Danielle R. Brown, Contract Specialist, Phone 301 480 2385, Email danielle.brown2@nih.gov",Department of Health and Human Services,083017,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-17-627/listing.html,N/A,US,21224,20892-9559,0825,b56e6539-8a8f-11e7-89d1-1cc1de329608,17,Procurement of Axio Zoom Microscope,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",333314
null,SRCSGT,Long Beach VANLO,VA26217N1860,59,marie.irvin@va.gov,09182017,Marie Irvinmarie.irvin@va.govmarie.irvin@va.gov,Department of Veterans Affairs,082917,Department of Veterans Affairs,https://www.fbo.gov/spg/VA/LBVANBC/VAMD/VA26217N1860/listing.html,N/A,,,90815,0825,b56e652e-8a8f-11e7-89d1-1cc1de329608,17,59--Headsets    ,marie.irvin@va.gov,Department of Veterans Affairs;Network Contracting Office 22;4811 Airport Plaza Drive;Suite 600;Long Beach CA  90815,334210
null,SRCSGT,DLA Acquisition Locations,SPE7L317R0130,30,Link To Document,,"Darrell Kelso, Phone 6146925879, Email darrell.kelso@dla.mil - Sunshine S. Brubaker, Phone 6146925890, Email sunshine.brubaker@dla.mil",Defense Logistics Agency,082917,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/SPE7L317R0130/listing.html,,,,43218-3990,0825,b56e6519-8a8f-11e7-89d1-1cc1de329608,17,"SHOE, THRUST BEARING",,P O Box 3990 Columbus OH 43218-3990,333613
null,SRCSGT,Washington D.C.,SOL-OAA-17-0000xx,R,Link To Document,,"Faizallet N.H. Sultan, Contract Specialist, Email fsultan@usaid.gov - Sharon M. Baker, Contracting Officer, Email shbaker@usaid.gov",Agency for International Development,091417,USAID/Washington,https://www.fbo.gov/spg/AID/OP/WashingtonDC/SOL-OAA-17-0000xx/listing.html,Total Small Business,US,,20523,0825,b56e656f-8a8f-11e7-89d1-1cc1de329608,17,E3/Sharing Environment and Energy Knowledge (SEEK) ,,"1300 Pennsylvania Avenue, NWrRoom 7.10-006 Washington DC 20523",611430
null,SRCSGT,Army Contracting Command,W52P1J-17-T-Shredders,99,Link To Document,,"Stanley L. Bolton, Contract Specialist, Phone 3097820952, Email stanley.l.bolton2.civ@mail.mil - Sheila Peters, Contract Specialist, Phone 3097820703, Email sheila.k.peters2.civ@mail.mil",Department of the Army,090117,ACC - RI (W52P1J),https://www.fbo.gov/notices/6e8c53294d2a885e89790721950b4d79,N/A,US,74501,61299-8000,0825,b56e64fb-8a8f-11e7-89d1-1cc1de329608,17,Electric Drive Rotary and Hydraulic two shaft Shredders,,3055 Rodman Avenue Rock Island IL 61299-8000,333249
null,SRCSGT,DLA Acquisition Locations,SPE4A617R0869,66,Link To Document,,"Sherri A Henderson, BUYER, Phone 8042793744, Email sherri.henderson@dla.mil - Keri Baker, Supervisory Contract Specialist, Phone (804) 279-2231, Fax (804) 279-3377, Email Keri.Baker@dla.mil",Defense Logistics Agency,090117,DLA Aviation - BSM,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617R0869/listing.html,,,,23297-5000,0825,b56e650e-8a8f-11e7-89d1-1cc1de329608,17,"GAGE, PRESSUE, DIAL INDICATING, NSN: 6685-00-514-5776",,8000 Jefferson Davis Highway Richmond VA 23297-5000,334512
null,SRCSGT,National Institutes of Health,HHS-NIH-NIDA-SSSA-SS-17-770,74,Link To Document,,"Danielle R. Brown, Contract Specialist, Phone 301 480 2385, Email danielle.brown2@nih.gov",Department of Health and Human Services,083017,National Institute on Drug Abuse,https://www.fbo.gov/spg/HHS/NIH/NIDA-01/HHS-NIH-NIDA-SSSA-SS-17-770/listing.html,N/A,US,21224,20892-9559,0825,b56e6540-8a8f-11e7-89d1-1cc1de329608,17,NIA IRP VOIP Handset Acquisition,,"6001 Executive BoulevardrRoom 4211, MSC 9559 Bethesda MD 20892-9559",334210
null,SRCSGT,Air Combat Command,F3F3SF7191A001,D,Link To Document,,"angelo deprimo, Phone 2088283693, Email angelo.deprimo@us.af.mil - Matthew P. Daub, Phone 2088283112, Email matthew.daub@us.af.mil",Department of the Air Force,082917,366 CONS,https://www.fbo.gov/spg/USAF/ACC/366CONS/F3F3SF7191A001/listing.html,,,,83648-5258,0825,b56e64e5-8a8f-11e7-89d1-1cc1de329608,17,ILETS FY18,,366 Gunfighter Ave Ste 498 Mountain Home AFB ID 83648-5258,561611
null,SRCSGT,Air Force Materiel Command,FD2060-18-00031,59,Link To Document,12252017,"Charles T. Massey, Phone 478-468-5476, Email charles.massey.3@us.af.mil",Department of the Air Force,091117,PK/PZ - Robins AFB,https://www.fbo.gov/spg/USAF/AFMC/WRALC/FD2060-18-00031/listing.html,,,,31098-1611,0825,b56e64f0-8a8f-11e7-89d1-1cc1de329608,17,Request for Information on AN/ALR-56C Components ,,215 Page Rd Robins AFB GA 31098-1611,334511
null,SRCSGT,Indian Health Service,RC17-031,74,Link To Document,,"Yvonne Macek, Purchasing Agent, Phone 6053552243, Email yvonne.macek@ihs.gov",Department of Health and Human Services,083017,Aberdeen Area Office,https://www.fbo.gov/spg/HHS/IHS/IHS-ABE/RC17-031/listing.html,Indian Small Business Economic Enterprises,US,57703,57401,0825,b56e652a-8a8f-11e7-89d1-1cc1de329608,17,Printers with 5 Yr Hardware Support,,"Federal Building, 115 4th Avenue SE Aberdeen SD 57401",334118
null,SRCSGT,Naval Sea Systems Command,N00167-17-Q-0086,J,Link To Document,,"Cynthia B.Newcomb, Phone 7574624096, Email cynthia.newcomb@navy.mil",Department of the Navy,090117,NSWC Carderock Division,https://www.fbo.gov/spg/DON/NAVSEA/N00167/N00167-17-Q-0086/listing.html,,,,20817-5700,0825,b56e654a-8a8f-11e7-89d1-1cc1de329608,17,Calibration Services,,9500 MacArthur Boulevard West Bethesda MD 20817-5700,811490
null,SRCSGT,DLA Acquisition Locations,CL17237001_MARKET_RESEARCH_PROJECT,30,Link To Document,,"maureen n haag, Phone 6146928218, Email maureen.haag@dla.mil",Defense Logistics Agency,090117,DLA Land and Maritime,https://www.fbo.gov/spg/DLA/J3/DSCC/CL17237001_MARKET_RESEARCH_PROJECT/listing.html,,,,43218-3990,0825,b56e6521-8a8f-11e7-89d1-1cc1de329608,17,CL17237001 MARKET RESEARCH PROJECT ,,P O Box 3990 Columbus OH 43218-3990,333612
null,SRCSGT,"Army Contracting Command, MICC",W91151-17-T-0215,89,Link To Document,,"Delainena Martinez, Contract Specialist, Phone 2542877685, Email delainena.m.martinez.civ@mail.mil",Department of the Army,090817,MICC - Fort Hood,https://www.fbo.gov/notices/416adec2ebbfacd889cdd294cc212fbc,N/A,US,76544,76544-5025,0825,b56e6507-8a8f-11e7-89d1-1cc1de329608,17,POTABLE ICE,,"761st Tank Battalion Ave., Room W103 Fort Hood TX 76544-5025",312113
null,SRCSGT,Army Contracting Command,W52P1J-18-R-ILA,D,Link To Document,,"Angela Quinn, Contracting Officer, Phone 309-782-2477, Email angela.g.quinn.civ@mail.mil - Marisol Trevino, Contract Specialist, Phone 3097821607, Email marisol.m.trevino.civ@mail.mil",Department of the Army,090817,ACC - RI (W52P1J),https://www.fbo.gov/notices/4bc030583deb71f86036d1d628f70462,,,,61299-8000,0825,b56e64f9-8a8f-11e7-89d1-1cc1de329608,17,Independent Logistics Assessments (ILA) and Internal Control Processes (ICP),,3055 Rodman Avenue Rock Island IL 61299-8000,541611
